address,availability_date,construction_year,floors,current_state,habitable_area,rent,charges,energy_consumption
"Burgemeester  Etienne  Demunterlaan 23
    bus 4
    | 1090 - Jette","",2014,"",Uitstekende staat,100 m2,€ 910 /maand,"",""
"square coghen 31
    
    | 1180 - Ukkel",15/06/2018,1930,2,Vernieuwd,75 m2,€ 920 /maand,"",""
"","","","","","","","",""
"Boulevard Edmond Machtens 178
    
    | 1080 - St-Jans-Molenbeek",01/09/2018,2002,8,Uitstekende staat,100 m2,€ 920 /maand,€ 100,""
"Rue G.KURTH 71
    
    | 1140 - Evere","",1940,4,Uitstekende staat,115 m2,€ 920 /maand,€ 1,""
"","","","","","","","",""
"129 chaussée de Wavre 129
    
    | 1050 - Elsene","",1930,6,Uitstekende staat,85 m2,€ 920 /maand,€ 70,""
"Rue Stévin 117
    bus 2G
    | 1000 - Brussel","","",3,"",89 m2,€ 910 /maand,€ 65,""
"av.des croix du feu 241
    bus 1
    | 1020 - Laeken",01/12/2017,1960,3,Vernieuwd,99 m2,€ 910 /maand,"",""
"Martin Pfeiffer 00
    
    | 1080 - Molenbeek-St-Jean","",1970,5,"",90 m2,€ 910 /maand,€ 150,""
"chaussée de Charleroi 125
    
    | 1060 - St-Gillis","","","",Goede staat,100 m2,€ 920 /maand,€ 200,151 kWu/m2
"Square Marguerite 
    
    | 1000 - Bruxelles",15/03/2018,"","",Uitstekende staat,"",€ 920 /maand,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/06/2018,"",2,Vernieuwd,82 m2,€ 920 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,1960,4,Uitstekende staat,65 m2,€ 930 /maand,€ 110,175 kWu/m2
"Rue van Soust 254
    
    | 1070 - Anderlecht","",2017,4,"",120 m2,€ 925 /maand,€ 75,90 kWu/m2
"Avenue Maréchal Joffre 95
    
    | 1190 - Vorst",04/07/2018,1930,5,Vernieuwd,115 m2,€ 920 /maand,€ 160,186 kWu/m2
"Rue des Carmélites 132/x
    
    | 1180 - Ukkel","","",3,Vernieuwd,110 m2,€ 925 /maand,€ 75,""
"Kerkhof Van Brussellaan 41
    bus 1
    | 1140 - Evere",15/05/2018,1975,"","",118 m2,€ 925 /maand,€ 100,121 kWu/m2
"1090 Jette
    
    |
    
      Adres aanvragen",01/05/2018,2012,5,Uitstekende staat,81 m2,€ 925 /maand,€ 120,150 kWu/m2
"rue Bulins 2 
    bus 0
    | 1090 - Jette",01/03/2018,2012,5,"",90 m2,€ 925 /maand,€ 120,118 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,Goede staat,102 m2,€ 925 /maand,€ 200,262 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",01/06/2018,"","",Goede staat,83 m2,€ 925 /maand,€ 140,238 kWu/m2
"Rue du Tilleul 156
    
    | 1030 - Schaarbeek","",2010,3,"",88 m2,€ 925 /maand,€ 90,60 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",3,"",94 m2,€ 920 /maand,€ 50,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Goede staat,108 m2,€ 925 /maand,€ 100,935 kWu/m2
"Avenue de Broqueville 229
    
    | 1200 - Woluwe-Saint-Lambert","","",3,Uitstekende staat,110 m2,€ 925 /maand,€ 125,210 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen","",2005,6,Uitstekende staat,91 m2,€ 925 /maand,€ 140,""
"Avenue Houba de Strooper 784
    
    | 1020 - Laeken","",2003,5,Uitstekende staat,105 m2,€ 925 /maand,€ 100,108 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen",15/03/2018,2007,"","",87 m2,€ 925 /maand,€ 75,106 kWu/m2
"square coghen 31
    
    | 1180 - Ukkel",15/06/2018,1930,2,Vernieuwd,75 m2,€ 920 /maand,"",""
"1140 Evere
    
    |
    
      Adres aanvragen",01/06/2018,2002,6,Uitstekende staat,90 m2,€ 925 /maand,€ 140,250 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","","",10,"",115 m2,€ 925 /maand,€ 250,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",1930,3,"",120 m2,€ 925 /maand,€ 100,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,"","",Goede staat,80 m2,€ 925 /maand,€ 115,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Goede staat,90 m2,€ 930 /maand,€ 70,266 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Goede staat,90 m2,€ 930 /maand,€ 70,266 kWu/m2
"Rue Marconi 157
    
    | 1190 - Vorst",01/04/2018,2017,4,"",100 m2,€ 925 /maand,€ 75,106 kWu/m2
"Avenue Ambiorix 30
    
    | 1000 - Bruxelles",15/02/2018,1975,10,Goede staat,90 m2,€ 925 /maand,€ 130,222 kWu/m2
"Boulevard des Invalides 34
    
    | 1160 - Oudergem",15/03/2018,"",3,Uitstekende staat,80 m2,€ 930 /maand,€ 35,""
"Boulevard Edmond Machtens 178
    
    | 1080 - St-Jans-Molenbeek",01/09/2018,2002,8,Uitstekende staat,100 m2,€ 920 /maand,€ 100,""
"Rue marconi 157
    bus 12
    | 1190 - Vorst","",2017,4,Uitstekende staat,100 m2,€ 925 /maand,€ 75,106 kWu/m2
"Rue G.KURTH 71
    
    | 1140 - Evere","",1940,4,Uitstekende staat,115 m2,€ 920 /maand,€ 1,""
"Avenue de Floreal 106
    bus 2
    | 1180 - Ukkel","","",3,Vernieuwd,90 m2,€ 930 /maand,"",57 kWu/m2
"Chaussée d'Alsemberg 541
    
    | 1180 - Ukkel",01/05/2018,"","",Vernieuwd,100 m2,€ 925 /maand,€ 75,263 kWu/m2
"129 chaussée de Wavre 129
    
    | 1050 - Elsene","",1930,6,Uitstekende staat,85 m2,€ 920 /maand,€ 70,""
"Rue du Tilleul 156
    
    | 1030 - Schaarbeek","",2010,3,Uitstekende staat,88 m2,€ 925 /maand,€ 90,60 kWu/m2
"chaussée de Charleroi 125
    
    | 1060 - St-Gillis","","","",Goede staat,100 m2,€ 920 /maand,€ 200,151 kWu/m2
"Herlevingslaan 25
    
    | 1140 - Evere","","",7,"","",€ 930 /maand,"",191 kWu/m2
"chaussée d'alsemberg 700
    
    | 1180 - Ukkel",01/05/2018,"",4,"",120 m2,€ 927 /maand,€ 150,""
"Square Marguerite 
    
    | 1000 - Bruxelles",15/03/2018,"","",Uitstekende staat,"",€ 920 /maand,"",""
"","","","","","","","",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",15/04/2018,"",7,"",85 m2,€ 925 /maand,€ 150,504 kWu/m2
"1050 BRUXELLES
    
    |
    
      Adres aanvragen","","",4,"",100 m2,€ 930 /maand,€ 130,""
"1050 Elsene
    
    |
    
      Adres aanvragen",01/06/2018,"",2,Vernieuwd,82 m2,€ 920 /maand,"",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",2009,3,Uitstekende staat,100 m2,€ 925 /maand,€ 80,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,"",95 m2,€ 930 /maand,€ 120,""
"1090 Jette
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,90 m2,€ 925 /maand,€ 120,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,1960,4,Uitstekende staat,65 m2,€ 930 /maand,€ 110,175 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",07/04/2018,"",3,"",93 m2,€ 940 /maand,€ 80,""
"Nieuwstraat 13/15
    
    | 1000 - Brussel","",2013,"",Uitstekende staat,97 m2,€ 940 /maand,"",""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","","",2,Goede staat,85 m2,€ 940 /maand,€ 60,""
"rue de Cureghem 67
    
    | 1000 - Bruxelles",15/04/2018,2005,3,Goede staat,125 m2,€ 940 /maand,"",""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","",4,"",95 m2,€ 940 /maand,€ 100,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","",4,"",95 m2,€ 940 /maand,€ 100,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Goede staat,90 m2,€ 930 /maand,€ 70,266 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",3,Goede staat,90 m2,€ 930 /maand,€ 70,266 kWu/m2
"Boulevard des Invalides 34
    
    | 1160 - Oudergem",15/03/2018,"",3,Uitstekende staat,80 m2,€ 930 /maand,€ 35,""
"Tomberg 133
    
    | 1200 - Woluwe-Saint-Lambert","",1960,4,Uitstekende staat,100 m2,€ 940 /maand,€ 100,""
"","","","","","","","",""
"av J.P. Rullens. 28
    
    | 1200 - St-Lambrechts-Woluwe","","",4,"",81 m2,€ 940 /maand,€ 50,""
"","","","","","","","",""
"Chaussée d'Alsemberg 1418
    
    | 1180 - Ukkel",01/06/2018,"",2,"",100 m2,€ 935 /maand,€ 35,""
"Herlevingslaan 25
    
    | 1140 - Evere","","",7,"","",€ 930 /maand,"",191 kWu/m2
"","","","","","","","",""
"Rue du Taciturne 36
    
    | 1000 - Bruxelles ville","","",3,"","",€ 940 /maand,€ 50,""
"","","","","","","","",""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",4,"",95 m2,€ 930 /maand,€ 120,""
"rue theodore roosevelt 15
    
    | 1030 - Schaarbeek","","","","",100 m2,€ 935 /maand,"",""
"Avenue Emile Max 181
    bus 3
    | 1030 - Schaarbeek","",1950,6,Goede staat,80 m2,€ 950 /maand,€ 150,150 kWu/m2
"Rue Masui 159
    
    | 1030 - Schaarbeek",01/05/2018,2017,2,"",90 m2,€ 950 /maand,€ 60,212 kWu/m2
"Audrey Hepburnstraat 1,18
    
    | 1090 - Jette",15/05/2018,1997,6,Uitstekende staat,92 m2,€ 950 /maand,€ 100,156 kWu/m2
"Avenue Albert 26
    
    | 1190 - Vorst",01/02/2018,1970,6,Uitstekende staat,90 m2,€ 950 /maand,€ 75,156 kWu/m2
"Rue Henri Evenepoel 105-129
    
    | 1030 - Schaarbeek",01/03/2018,2012,6,Uitstekende staat,"",€ 950 - € 1.330,"",""
"Avenue  de  Selliers  de  Moranville 118
    
    | 1082 - Berchem-Sainte-Agathe","","","",Goede staat,100 m2,€ 950 /maand,"",188 kWu/m2
"Rue  Verrewinkel 95
    bus 1
    | 1180 - Ukkel","","","",Uitstekende staat,92 m2,€ 950 /maand,"",292 kWu/m2
"Rue Neuve 11
    
    | 1000 - Bruxelles",15/02/2018,2013,6,Goede staat,"",€ 900 - € 950,"",88 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",01/06/2018,"",9,Goede staat,70 m2,€ 950 /maand,€ 150,150 kWu/m2
"1000 Bruxelles
    
    |
    
      Adres aanvragen",15/03/2018,2018,5,Uitstekende staat,87 m2,€ 950 /maand,€ 100,46 kWu/m2
"1150 WOLUWE-SAINT-PIERRE
    
    |
    
      Adres aanvragen","",1956,8,Uitstekende staat,90 m2,€ 950 /maand,€ 150,""
"Avenue Adolphe Lacomblé 70
    
    | 1030 - Schaarbeek",01/02/2018,"","",Uitstekende staat,90 m2,€ 950 /maand,€ 130,""
"1200 WOLUWE-SAINT-LAMBERT
    
    |
    
      Adres aanvragen","","",4,Goede staat,85 m2,€ 950 /maand,€ 90,179 kWu/m2
"Rue Kessels 14
    bus 1
    | 1030 - Schaarbeek",15/01/2018,2012,5,Uitstekende staat,85 m2,€ 950 /maand,€ 85,100 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",1968,7,Uitstekende staat,120 m2,€ 950 /maand,€ 125,259 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",01/05/2018,"",4,Uitstekende staat,96 m2,€ 950 /maand,€ 110,193 kWu/m2
"Rue Gabrielle 99
    
    | 1180 - Ukkel",01/03/2017,1960,4,Goede staat,100 m2,€ 950 /maand,€ 160,242 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen",15/05/2018,"",6,Uitstekende staat,110 m2,€ 950 /maand,€ 200,177 kWu/m2
"Chaussee d'Alsemberg 1104
    
    | 1180 - Ukkel",01/04/2018,2013,3,"",107 m2,€ 950 /maand,"",79 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",1996,"",Uitstekende staat,100 m2,€ 950 /maand,€ 150,""
"Place des Bienfaiteurs 25
    
    | 1030 - Schaarbeek",08/04/2018,1904,3,Uitstekende staat,85 m2,€ 950 /maand,€ 65,285 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",5,Goede staat,90 m2,€ 950 /maand,€ 150,""
"Avenue Herbert Hoover 44
    
    | 1200 - St-Lambrechts-Woluwe","","",4,Vernieuwd,100 m2,€ 950 /maand,"",543 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1960,3,"",90 m2,€ 950 /maand,€ 70,""
"","","","","","","","",""
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",01/05/2018,1970,"",Goede staat,75 m2,€ 950 /maand,€ 175,215 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen","","",5,Uitstekende staat,95 m2,€ 950 /maand,€ 125,233 kWu/m2
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/07/2018,"",3,"",150 m2,€ 950 /maand,€ 30,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,"",90 m2,€ 950 /maand,€ 225,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",07/04/2018,"",3,"",93 m2,€ 940 /maand,€ 80,""
"1140 Evere
    
    |
    
      Adres aanvragen",01/05/2018,"",5,Uitstekende staat,100 m2,€ 950 /maand,€ 130,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","","","",72 m2,€ 950 /maand,€ 150,""
"1000 Bruxelles
    
    |
    
      Adres aanvragen","",2017,"",Uitstekende staat,79 m2,€ 950 /maand,€ 125,""
"1020 Laeken
    
    |
    
      Adres aanvragen","","",3,"",85 m2,€ 950 /maand,"",198 kWu/m2
"Avenue Marcel Thiry, 204 
    bus 0
    | 1200 - Woluwé-Saint-Lambert",27/04/2018,2017,8,"",76 m2,€ 950 /maand,€ 170,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",7,"",120 m2,€ 950 /maand,€ 200,""
"Rue Victor Allard 159
    
    | 1180 - Ukkel",01/05/2018,"",3,Goede staat,80 m2,€ 950 /maand,€ 25,150 kWu/m2
"Boulevard de la IIème Armée Britannique 20
    
    | 1190 - Vorst","",2017,"",Uitstekende staat,87 m2,€ 950 /maand,€ 100,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/06/2018,2001,4,Uitstekende staat,96 m2,€ 950 /maand,€ 100,117 kWu/m2
"TERRE NEUVE 40  APT 115 
    bus 0
    | 1000 - Bruxelles  1",31/05/2018,"","","",61 m2,€ 950 /maand,€ 150,215 kWu/m2
"Rue de Verrewinkel 95E
    bus 12
    | 1180 - Ukkel","",2017,2,"",80 m2,€ 950 /maand,€ 110,""
"Nieuwstraat 13/15
    
    | 1000 - Brussel","",2013,"",Uitstekende staat,97 m2,€ 940 /maand,"",""
"Avenue des Ortolans 78
    
    | 1170 - Watermaal-Bosvoorde","",1950,3,Uitstekende staat,90 m2,€ 950 /maand,€ 100,169 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen","",2016,6,Uitstekende staat,80 m2,€ 950 /maand,€ 75,""
"av Gabriel Emile Lebon 16
    
    | 1160 - Oudergem",15/05/2018,1960,5,Uitstekende staat,90 m2,€ 945 /maand,€ 50,""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1936,8,Uitstekende staat,100 m2,€ 950 /maand,€ 150,""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",6,Goede staat,90 m2,€ 950 /maand,€ 150,523 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,"",2,Vernieuwd,95 m2,€ 950 /maand,"",179 kWu/m2
"Avenue Paul Deschanel 64
    
    | 1030 - Schaarbeek","","","",Vernieuwd,100 m2,€ 950 /maand,€ 20,""
"Boulevard Guillaume Van Haelen 139
    
    | 1190 - Vorst","","",7,Vernieuwd,77 m2,€ 950 /maand,"",148 kWu/m2
"","","","","","","","",""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",3,"",85 m2,€ 950 /maand,€ 75,240 kWu/m2
"Avenue Louis Pierard 74
    
    | 1140 - Evere",01/05/2018,"",3,"",100 m2,€ 950 /maand,"",""
"1150 Woluwé-Saint-Pierre
    
    |
    
      Adres aanvragen","","","","",75 m2,€ 950 /maand,€ 150,122 kWu/m2
"RUE ALPHONSE RENARD 42
    
    | 1050 - Elsene",01/07/2018,"",3,Uitstekende staat,100 m2,€ 950 /maand,€ 150,206 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","","",8,Goede staat,105 m2,€ 950 /maand,€ 250,""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","","",2,Goede staat,85 m2,€ 940 /maand,€ 60,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",15/03/2018,"",4,"",90 m2,€ 950 /maand,€ 110,""
"1030 Bruxelles
    
    |
    
      Adres aanvragen","",1970,4,Uitstekende staat,"",€ 950 /maand,€ 85,66 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","",1962,4,Uitstekende staat,95 m2,€ 950 /maand,€ 100,""
"rue de Cureghem 67
    
    | 1000 - Bruxelles",15/04/2018,2005,3,Goede staat,125 m2,€ 940 /maand,"",""
"rue Fernand Neuray 64
    
    | 1050 - Elsene","",1920,"",Vernieuwd,125 m2,€ 950 /maand,€ 60,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","",4,"",95 m2,€ 940 /maand,€ 100,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","",4,"",95 m2,€ 940 /maand,€ 100,""
"1030 Bruxelles
    
    |
    
      Adres aanvragen","",1970,4,Uitstekende staat,"",€ 950 /maand,€ 85,66 kWu/m2
"1000 Bruxelles  1
    
    |
    
      Adres aanvragen","","",10,"",98 m2,€ 950 /maand,€ 190,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",1904,4,"",85 m2,€ 950 /maand,€ 65,285 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",3,"",110 m2,€ 950 /maand,€ 30,545 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",19/05/2018,"",3,"",85 m2,€ 950 /maand,€ 200,209 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen",30/01/2017,"",6,"","",€ 950 /maand,€ 100,199 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/05/2018,"",7,"",80 m2,€ 950 /maand,€ 200,146 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,"",8,"",75 m2,€ 950 /maand,€ 175,""
"Av.Bourgmester Demunter 15
    
    | 1090 - Jette",01/05/2018,2013,5,Uitstekende staat,85 m2,€ 950 /maand,€ 95,74 kWu/m2
"Barthelemylaan 23
    bus 3
    | 1000 - Brussel","","","",Vernieuwd,110 m2,€ 950 /maand,€ 20,140 kWu/m2
"Limalaan 1
    
    | 1020 - Laeken","",2009,"",Uitstekende staat,90 m2,€ 950 /maand,"",209 kWu/m2
"1020 Laeken
    
    |
    
      Adres aanvragen",01/06/2018,1972,4,Vernieuwd,90 m2,€ 950 /maand,€ 50,193 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/02/2018,2015,4,Uitstekende staat,89 m2,€ 950 /maand,€ 100,80 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen","",1945,"",Uitstekende staat,80 m2,€ 950 /maand,€ 145,140 kWu/m2
"Ernest Cambierlaan 47
    bus 9
    | 1030 - Schaarbeek",01/02/2018,"","","",120 m2,€ 950 /maand,€ 200,""
"avenue des mimosas 9
    bus 1
    | 1150 - St-Pieters-Woluwe",01/03/2018,"","","",78 m2,€ 950 /maand,€ 75,243 kWu/m2
"Avenue Louis Pierard 27
    
    | 1140 - Evere","","",3,"",80 m2,€ 950 /maand,"",343 kWu/m2
"Waterloolaan 96-98
    bus 2
    | 1000 - Brussel",14/05/2018,2003,"",Goede staat,75 m2,€ 950 /maand,€ 250,""
"1000 Brussel
    
    |
    
      Adres aanvragen","",1850,3,Uitstekende staat,80 m2,€ 950 /maand,€ 35,187 kWu/m2
"1090 Jette
    
    |
    
      Adres aanvragen","",2008,6,Uitstekende staat,105 m2,€ 950 /maand,€ 75,104 kWu/m2
"Tomberg 133
    
    | 1200 - Woluwe-Saint-Lambert","",1960,4,Uitstekende staat,100 m2,€ 940 /maand,€ 100,""
"avenue de Tervueren 266
    
    | 1150 - Woluwe-St-Pierre","",1956,7,Goede staat,90 m2,€ 950 /maand,€ 150,""
"rue Botanique 4
    
    | 1210 - St-Joost-ten-Node",01/06/2018,2006,4,"",100 m2,€ 950 /maand,€ 150,188 kWu/m2
"Georges et Jacques Martinstraat 13
    
    | 1150 - SINT-PIETERS-WOLUWE","","",3,"",100 m2,€ 950 /maand,€ 150,319 kWu/m2
"Rue Edith Cavell 232
    
    | 1180 - Ukkel","","","",Vernieuwd,77 m2,€ 950 /maand,€ 200,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",25/04/2018,"",3,"",100 m2,€ 950 /maand,€ 25,224 kWu/m2
"av J.P. Rullens. 28
    
    | 1200 - St-Lambrechts-Woluwe","","",4,"",81 m2,€ 940 /maand,€ 50,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/06/2018,"",3,Uitstekende staat,85 m2,€ 950 /maand,€ 60,145 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",2017,"","",87 m2,€ 950 /maand,"",""
"Avenue Paul Deschanel 64
    
    | 1030 - Schaerbeek","","",3,Uitstekende staat,100 m2,€ 950 /maand,€ 20,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",2012,4,Uitstekende staat,67 m2,€ 950 /maand,€ 85,127 kWu/m2
"Rue Général Gratry 42
    
    | 1040 - BRUXELLES","",1930,"",Uitstekende staat,120 m2,€ 950 /maand,€ 50,174 kWu/m2
"Avenue des Cyclistes 4
    
    | 1150 - St-Pieters-Woluwe",01/05/2018,"",3,Uitstekende staat,100 m2,€ 950 /maand,€ 10,100 kWu/m2
"Avenue Molière 73
    bus 4
    | 1190 - Vorst","",1997,6,Uitstekende staat,100 m2,€ 950 /maand,€ 100,258 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",01/08/2017,"",4,Goede staat,80 m2,€ 950 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",08/03/2018,"",3,"",95 m2,€ 950 /maand,"",515 kWu/m2
"avenue du Congo 14
    
    | 1000 - Bruxelles ville","","",9,Goede staat,120 m2,€ 950 /maand,€ 180,""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen","",1950,2,"",83 m2,€ 950 /maand,"",""
"1200 St-Lambrechts-Woluwe
    
    |
    
      Adres aanvragen",01/07/2018,1965,3,Uitstekende staat,81 m2,€ 950 /maand,€ 20,153 kWu/m2
"av lebon 12
    bus 1
    | 1160 - Oudergem","","",3,Vernieuwd,100 m2,€ 950 /maand,€ 150,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","",1995,4,Uitstekende staat,100 m2,€ 950 /maand,€ 125,109 kWu/m2
"clos du parnasse 11
    bus 1180
    | 1050 - Elsene","","","",Goede staat,88 m2,€ 950 /maand,€ 250,""
"Adolphe De Brandt 23
    
    | 1140 - Evere",02/06/2018,"",1,Goede staat,80 m2,€ 950 /maand,€ 150,""
"Bd du Souverain 144
    bus 18
    | 1160 - Oudergem",01/05/2018,"",9,Uitstekende staat,72 m2,€ 950 /maand,€ 150,""
"Rue André Fauchille 1A
    
    | 1150 - St-Pieters-Woluwe",02/05/2018,"",6,Goede staat,84 m2,€ 950 /maand,€ 230,""
"1180 UCCLE (CENTRE)
    
    |
    
      Adres aanvragen","","",3,"",90 m2,€ 950 /maand,"",""
"avenue Paul Deschanel 261
    bus 2
    | 1030 - Schaarbeek","",1930,3,"",110 m2,€ 950 /maand,€ 75,""
"Rue de Verrewinkel 95C
    
    | 1180 - Ukkel","",2017,3,"",82 m2,€ 950 /maand,€ 100,329 kWu/m2
"Rue des Héllènes 9
    
    | 1050 - Ixelles",01/05/2018,"",3,Goede staat,60 m2,€ 950 /maand,"",345 kWu/m2
"","","","","","","","",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","",5,"",95 m2,€ 950 /maand,€ 85,""
"1050 Elsene
    
    |
    
      Adres aanvragen",24/03/2017,"",7,"",114 m2,€ 950 /maand,€ 160,408 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",01/07/2018,"","",Uitstekende staat,110 m2,€ 950 /maand,€ 25,303 kWu/m2
"avenue Maréchal Joffre 60
    
    | 1190 - Vorst","","","","",80 m2,€ 945 /maand,€ 50,""
"1050 Elsene
    
    |
    
      Adres aanvragen",02/09/2018,1950,7,"",95 m2,€ 950 /maand,€ 130,350 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,Uitstekende staat,85 m2,€ 950 /maand,€ 250,""
